"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"14.04.2016","63,860","63,510","63,880","63,190","3,21M","0,57%"
"15.04.2016","62,510","63,490","63,660","62,390","4,85M","-2,11%"
"18.04.2016","63,510","61,630","63,840","61,450","3,93M","1,60%"
"19.04.2016","65,640","63,800","65,920","63,420","6,46M","3,35%"
"20.04.2016","66,130","65,180","66,410","64,930","4,35M","0,75%"
"21.04.2016","66,660","66,270","66,950","65,800","5,09M","0,80%"
"22.04.2016","63,250","62,900","64,000","61,600","11,68M","-5,12%"
"25.04.2016","62,810","62,960","63,070","61,800","4,39M","-0,70%"
"26.04.2016","62,930","62,920","63,510","62,670","3,44M","0,19%"
"27.04.2016","62,770","62,950","63,400","62,190","3,58M","-0,25%"
"28.04.2016","62,980","62,420","63,120","61,660","3,28M","0,33%"
"29.04.2016","60,690","62,320","62,750","60,690","4,97M","-3,64%"
"02.05.2016","61,090","61,150","61,560","60,710","2,40M","0,66%"
"03.05.2016","59,570","60,910","60,940","59,240","4,76M","-2,49%"
"04.05.2016","58,680","59,400","59,770","58,430","3,73M","-1,49%"
"05.05.2016","59,070","58,780","59,730","58,630","3,21M","0,66%"
"06.05.2016","59,400","58,850","59,830","58,440","3,54M","0,56%"
"09.05.2016","59,730","60,040","60,690","59,470","3,21M","0,56%"
"10.05.2016","60,100","60,090","60,560","59,590","3,38M","0,62%"
"11.05.2016","59,380","60,320","60,500","58,970","2,94M","-1,20%"
"12.05.2016","58,760","59,000","59,990","58,540","3,28M","-1,04%"
"13.05.2016","58,830","58,500","58,960","58,210","3,55M","0,12%"
"17.05.2016","57,750","59,300","59,870","57,070","5,58M","-1,84%"
"18.05.2016","57,600","57,360","57,700","56,760","3,69M","-0,26%"
"19.05.2016","57,400","57,500","58,450","56,910","3,43M","-0,35%"
"20.05.2016","57,830","56,980","57,830","56,870","4,50M","0,75%"
"23.05.2016","56,920","57,900","57,900","56,450","4,66M","-1,57%"
"24.05.2016","58,170","56,710","58,470","56,190","4,67M","2,20%"
"25.05.2016","60,110","59,000","60,150","58,530","4,88M","3,34%"
"26.05.2016","60,890","60,060","61,350","60,010","3,72M","1,30%"
"27.05.2016","60,680","61,040","61,200","60,380","3,17M","-0,34%"
"30.05.2016","61,600","60,990","61,970","60,430","3,65M","1,52%"
"31.05.2016","61,390","61,830","62,100","60,870","3,86M","-0,34%"
"01.06.2016","60,350","61,360","61,410","60,070","3,13M","-1,69%"
"02.06.2016","60,610","60,150","60,840","59,810","2,35M","0,43%"
"03.06.2016","59,280","60,910","61,080","58,600","4,89M","-2,19%"
"06.06.2016","59,360","59,450","59,890","59,240","1,99M","0,13%"
"07.06.2016","60,120","59,770","60,700","59,720","3,40M","1,28%"
"08.06.2016","59,610","59,860","60,020","59,070","2,54M","-0,85%"
"09.06.2016","58,780","59,580","59,610","58,230","3,40M","-1,39%"
"10.06.2016","57,510","58,400","58,460","57,100","4,43M","-2,16%"
"13.06.2016","56,370","56,750","57,090","56,370","3,83M","-1,98%"
"14.06.2016","55,050","56,000","56,020","54,800","5,76M","-2,34%"
"15.06.2016","55,510","55,690","55,970","54,510","5,65M","0,84%"
"16.06.2016","55,310","54,360","55,510","54,150","4,60M","-0,36%"
"17.06.2016","55,870","55,830","56,390","55,470","6,69M","1,01%"
"20.06.2016","58,350","57,700","58,530","57,480","4,51M","4,44%"
"21.06.2016","58,660","58,490","59,140","57,650","3,30M","0,53%"
"22.06.2016","59,000","59,180","59,770","58,810","3,35M","0,58%"
"23.06.2016","59,990","59,290","60,550","59,110","4,23M","1,68%"
"24.06.2016","55,060","52,560","56,480","52,000","18,13M","-8,22%"
"27.06.2016","53,370","54,540","55,270","52,930","8,55M","-3,07%"
"28.06.2016","53,680","54,730","54,800","53,420","5,44M","0,58%"
"29.06.2016","53,730","54,000","54,460","53,460","5,02M","0,09%"
"30.06.2016","53,520","53,840","53,850","52,920","5,33M","-0,39%"
"01.07.2016","54,740","53,930","55,120","53,790","4,74M","2,28%"
"04.07.2016","54,240","55,100","55,250","53,920","2,59M","-0,91%"
"05.07.2016","52,270","53,950","53,970","52,160","5,87M","-3,63%"
"06.07.2016","51,970","52,000","52,190","50,830","5,68M","-0,57%"
"07.07.2016","52,280","52,400","53,220","51,970","3,78M","0,60%"
"08.07.2016","54,150","52,140","54,470","51,980","4,69M","3,58%"
"11.07.2016","55,220","54,680","55,440","54,220","3,64M","1,98%"
"12.07.2016","57,650","57,100","58,070","56,860","7,15M","4,40%"
"13.07.2016","57,260","57,650","58,660","57,010","4,45M","-0,68%"
